Section,Folder,DD Ref,Topic,Request,Plain English (per Claude),Group Owner,Owner,DD Point of Contact,Intercom Priority,Diamond Priority,Status,LOE,Req. DG Review,GDrive Folder,GDrive Link,Template Required,Company Comments,Diamond Comments,Claude Audit Report,Output Type,Date Requested,Date Provided,Dependency,Owner Notes
5,Main,5.7,Legal - Privacy & Cybersecurity,"Has the Company experienced any actual, alleged, or suspected data breach, cybersecurity incident, or other unauthorized intrusion into its IT systems during the past ten years?
  
 Has the Company experienced any material, repeated, or persistent interruptions of its IT systems or products during the past ten years?",Disclose any data breaches or unauthorized access in the past ten years — what happened and our response.,Legal,Thibault Candebat,Brandon K,,P0 — High,1. Not Started,,true,(Confidential) 5. Integra_Main_Legal - Privacy & Cybersecurity,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
5,Main,5.8,Legal - Privacy & Cybersecurity,Does the Company have any FedRAMP certified systems?,Provide does the Company have any FedRAMP certified systems?,Legal,Thibault Candebat,Brandon K,,P0 — High,1. Not Started,,,(Confidential) 5. Integra_Main_Legal - Privacy & Cybersecurity,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
6,Main,6.1,Tech & Product,"Provide architectural diagrams of Fin, Helpdesk, Copilot, Outbound, underlying agent platform, data platform, newer agents (sales, commerce, customer success) and other application, AI (model pipeline, RAG, 3P model access infra), and platform services; per-diagram, indicate which components are shared services vs. product-specific, and which are self-built vs. vendor-sourced","Provide architecture diagrams for all major products: Fin, Helpdesk, Copilot, Outbound, agent platform, data platform, newer agents (sales, commerce, CS), and the AI/ML pipeline.",Engineering : AI Team,Jordan Neill,Brandon K,,P00 — Critical (cross-functional priority),1. Not Started,,,(Confidential) 6. Integra_Main_Tech & Product,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
6,Main,6.2,Tech & Product,"Feature parity matrix - Fin feature comparison with 3P helpdesk (e.g., Zendesk, Salesforce Service Cloud, ServiceNow, Freshworks) vs. Fin on Helpdesk; integration depth and architecture by 3P helpdesk - read path, write path, data sync, event types","Build a feature comparison matrix showing Fin vs. third-party helpdesks (Zendesk, Salesforce, ServiceNow, Freshworks) — features, integration depth, and architecture.",Engineering : AI Team,Jordan Neill,Brandon K,,P0 — High,1. Not Started,,true,(Confidential) 6. Integra_Main_Tech & Product,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
6,Main,6.3,Tech & Product,"Fin win/loss rate data vs. Sierra, Decagon, Hubspot, Zendesk","Provide Fin's competitive win/loss rate data against Sierra, Decagon, Hubspot, and Zendesk.",GTM Ops,Barry Wallace,Brandon K,,P1 — Standard,1. Not Started,,true,(Confidential) 6. Integra_Main_Tech & Product,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
6,Main,6.4,Tech & Product,Provide key API technical specs,Share the key technical specifications for Intercom's APIs.,Engineering : General,Brian Scanlan,Brandon K,,P00 — Critical (cross-functional priority),1. Not Started,,,(Confidential) 6. Integra_Main_Tech & Product,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,"Question out to MS/Diamond, May 2 12:20pm pt"
6,Main,6.5,Tech & Product,"Provide product roadmap (Fin, sales agent, commerce agent, CS agent, Helpdesk, copilot, underlying AI and data platform)","Share the product roadmap for Fin, Helpdesk, Copilot, sales/commerce/CS agents, and AI/data platform.",Engineering : General,Des Traynor,Brandon K,Required,P00 — Critical (cross-functional priority),2. In Progress,,true,(Confidential) 6. Integra_Main_Tech & Product,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
6,Main,6.6,Tech & Product,"Provide an overview of the Engineering and Product team structure and roles, including an organization chart of the Engineering and Product team and third-party contractors and consultants. Detail the employees (name, role, location) in the AI engineering organization and note their projects/areas of work and note which work on Apex and AI model fine-tuning in particular. To the extent there are teams or individuals dedicated to specific products, please include that detail","Provide Engineering and Product org chart — including AI team members by name, role, location, and project focus.",Engineering : General,Darragh Curran,Brandon K,Required,P00 — Critical (cross-functional priority),1. Not Started,,,(Confidential) 6. Integra_Main_Tech & Product,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
6,Main,6.7,Tech & Product,"List of third party or open source packages or datasets used in the system, including in the customer facing portion of the product. Please indicate if those OSS components are used as is or edited, also indicate if they are distributed to the customer.","List of third party or open source packages or datasets used in the system, including in the customer facing portion of the product",Engineering : General,Brian Scanlan,Brandon K,,P0 — High,1. Not Started,,,(Confidential) 6. Integra_Main_Tech & Product,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
6,Main,6.8,Tech & Product,Data schemas & size of data under management,Provide data schemas & size of data under management,Engineering : General,Brian Scanlan,Brandon K,,P0 — High,1. Not Started,,,(Confidential) 6. Integra_Main_Tech & Product,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
6,Main,6.9,Tech & Product,"Infrastructure diagrams – Cloud regions / data centers, logical diagrams, # of virtual / physical devices","Provide infrastructure diagrams – Cloud regions / data centers, logical diagrams, # of virtual / physical devices",Engineering : General,Brian Scanlan,Brandon K,,P0 — High,1. Not Started,,,(Confidential) 6. Integra_Main_Tech & Product,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
6,Main,6.10,GTM,"Please provide Fin pricing and realization data: Fin list price history — every list price change since launch, with effective dates; Discount distribution — % of Fin customers (by conversation volume, industry, other customer segmentation types) on list price vs. discounted, and discount quartiles","Provide full Fin pricing and realization data: list price history with effective dates, discount distribution by customer volume tier, and blended realization rate.",GTM Ops,Barry Wallace,Tommy B,,P0 — High,1. Not Started,,true,(Confidential) 6. Integra_Main_Tech & Product & GTM,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
6,Main,6.11,Tech & Product,"Results from the most recent performance testing for Helpdesk, Fin","Provide results from the most recent performance testing for Helpdesk, Fin",Engineering : General,Brian Scanlan,Brandon K,,P0 — High,1. Not Started,,true,(Confidential) 6. Integra_Main_Tech & Product,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
6,Main,6.12,Tech & Product,Customer Data Flow Diagram,Provide customer Data Flow Diagram,Engineering : General,Brian Scanlan,Brandon K,,P0 — High,1. Not Started,,,(Confidential) 6. Integra_Main_Tech & Product,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
6,Main,6.13,Tech & Product,Inventory of Customer Data,List inventory of Customer Data,Engineering : General,Brian Scanlan,Brandon K,,P0 — High,1. Not Started,,,(Confidential) 6. Integra_Main_Tech & Product,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
6,Main,6.14,Tech & Product,"List of technical debt and sizing estimates. Examples: Manual processes performed, legacy systems, deferred software upgrades",List of technical debt and sizing estimates,Engineering : General,Darragh Curran,Brandon K,,P0 — High,1. Not Started,,,(Confidential) 6. Integra_Main_Tech & Product,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
6,Main,6.15,Tech & Product,"Inventory of R&D tools used in SDLC: work/bug mgmt, code repo, artifact repo(s), build systems, quality, security, OSS, logging & monitoring, etc","List inventory of R&D tools used in SDLC: work/bug mgmt, code repo, artifact repo(s), build systems, quality, security, OSS, logging & monitoring, etc",Engineering : General,Darragh Curran,Brandon K,,P0 — High,1. Not Started,,,(Confidential) 6. Integra_Main_Tech & Product,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
6,Main,6.16,Tech & Product,Link to document repository/help site and access if behind a login,Provide link to document repository/help site and access if behind a login,Engineering : General,Des Traynor,Brandon K,,P0 — High,1. Not Started,,,(Confidential) 6. Integra_Main_Tech & Product,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
6,Main,6.17,Tech & Product,"Trust & Compliance Documentation - List of subprocessors, data processing agreements, and service legal agreements","List trust & Compliance Documentation - List of subprocessors, data processing agreements, and service legal agreements",Engineering : General,Thibault Candebat,Brandon K,,P0 — High,1. Not Started,,,(Confidential) 6. Integra_Main_Tech & Product,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
6,Main,6.18,Tech & Product,Please fill out the Third Party Package (3PP) Discovery Template tab,Complete the referenced template: please fill out the Third Party Package (3PP) Discovery Template tab,Engineering : General,Thibault Candebat,Brandon K,,P0 — High,1. Not Started,,,(Confidential) 6. Integra_Main_Tech & Product,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
6,Main,6.19,Tech & Product,Flow chart of end-to-end provisioning process (incl systems),Provide flow chart of end-to-end provisioning process (incl systems),Engineering : General,Thibault Candebat,Brandon K,,P1 — Standard,1. Not Started,,,(Confidential) 6. Integra_Main_Tech & Product,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,"Question out to MS/Diamond, May 2 12:20pm pt"
6,Main,6.20,Tech & Product,List of Commercially available and supported source code versions,List of Commercially available and supported source code versions,Engineering : General,Brian Scanlan,Brandon K,,P1 — Standard,1. Not Started,,,(Confidential) 6. Integra_Main_Tech & Product,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,"Question out to MS/Diamond, May 2 12:20pm pt"
6,Main,6.21,Tech & Product,"Policy/process documentation - change management, incident management, data storage, failover processes, etc","Provide policy/process documentation - change management, incident management, data storage, failover processes, etc",Engineering : General,Brian Scanlan,Brandon K,,P1 — Standard,1. Not Started,,,(Confidential) 6. Integra_Main_Tech & Product,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
6,Main,6.22,Tech & Product,Document inventory of all physical assets along with connectivity diagrams,List document inventory of all physical assets along with connectivity diagrams,Engineering : General,Thibault Candebat,Brandon K,,P1 — Standard,1. Not Started,,,(Confidential) 6. Integra_Main_Tech & Product,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
6,Main,6.23,Tech & Product,Load balancing and HA diagrams,Provide load balancing and HA diagrams,Engineering : General,Brian Scanlan,Brandon K,,P1 — Standard,1. Not Started,,,(Confidential) 6. Integra_Main_Tech & Product,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
6,Main,6.24,Tech & Product,"Model dependency map: for every customer-facing AI feature, foundation model in production today (provider, exact version), 12 months ago, and planned 6–12 months out, with access path (direct API, hyperscaler, self-hosted, broker) and rationale. Monthly inference cost broken out by feature, product (Fin service agent vs. copilot), customer, model, and request volume. For Apex: training cost per cycle, re-training frequency, hosting cost, and side-by-side cost comparison vs. running the same workload on third-party LLMs (historical if Apex replaced a prior 3P deployment, and at current API pricing).","For every AI feature, list the model used (provider, version), access method, and monthly inference cost. For Apex, include training cost.",Engineering : AI Team,Fergal Reid,Brandon K,,P0 — High,1. Not Started,,,(Confidential) 6. Integra_Main_Tech & Product,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
6,Main,6.25,Tech & Product,"Apex swap-out posture from Qwen to GPT-OSS or other open-weight candidates: engineering effort, timeline, quality regression risk, and per-inference cost delta. Include any base-model swap testing already performed (results, eval deltas).","Provide apex swap-out posture from Qwen to GPT-OSS or other open-weight candidates: engineering effort, timeline, quality regression risk, and...",Engineering : AI Team,Fergal Reid,Brandon K,,P0 — High,1. Not Started,,,(Confidential) 6. Integra_Main_Tech & Product,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
6,Main,6.26,Tech & Product,"Every fine-tuned, distilled, or custom-trained model in production including Apex. For each: base model, training method, data annotation pipeline, inference serving, training data provenance and consent/licensing basis, opt-in vs. opt-out posture (with current rates by customer cohort), de-identification/PII-stripping pipeline, where customers exercise the choice (admin console, SKU, contract), eval and AI safety methodology and results, benchmarks vs. other LLMs, and engineering owner. Plus the company's articulation of defensible AI IP with supporting artifacts.","For every fine-tuned/custom model (including Apex): base model, training data, opt-in rates, PII handling, eval methodology, safety results.",Engineering : AI Team,Fergal Reid,Brandon K,Required,P00 — Critical (cross-functional priority),1. Not Started,,,(Confidential) 6. Integra_Main_Tech & Product,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
6,Main,6.27,Tech & Product,"Orchestration layer, RAG architecture, and eval infrastructure: home-built vs. vendor (LangChain, LlamaIndex, Braintrust, LangSmith, etc.), team size maintaining each, and per-tenant data isolation design. Sample end-to-end trace and eval pass rates for the last 6 release cycles.","Provide orchestration layer, RAG architecture, and eval infrastructure: home-built vs",Engineering : General,Fergal Reid,Brandon K,,P0 — High,1. Not Started,,,(Confidential) 6. Integra_Main_Tech & Product,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
6,Main,6.28,Tech & Product,"Fin Voice: End-to-end voice pipeline diagram with every vendor named (telephony, VAD, STT, LLM, TTS, orchestration)
Production mode — cascaded pipeline vs. unified speech-to-speech
Voice customer count, ARR, resolution rate, average handle time vs. text-based Fin
Voice pricing model and unit economics — cost per minute, gross margin","Provide fin Voice: End-to-end voice pipeline diagram with every vendor named (telephony, VAD, STT, LLM, TTS, orchestration)",Engineering : AI Team,Fergal Reid,Brandon K,,P0 — High,1. Not Started,,,(Confidential) 6. Integra_Main_Tech & Product,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
6,Main,6.29,Tech & Product,"AI/ML org chart separated from general Eng (applied AI, ML infra, evals, voice): headcount, leadership tenure, locations, and single-person dependencies. All AI/ML hires and departures in the last 18 months with prior employer","Provide aI/ML org chart separated from general Eng (applied AI, ML infra, evals, voice): headcount, leadership tenure, locations, and single-person...",Engineering : AI Team,Fergal Reid,Brandon K,,P0 — High,1. Not Started,,,(Confidential) 6. Integra_Main_Tech & Product,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
6,Main,6.30,Tech & Product,"All foundation model, inference, STT, and TTS contracts (term, committed spend/minimums, rate limits, MFN/exclusivity, data and training rights, termination, price escalators). Plus customer contracts that pin a model provider, version, ""no training on my data,"" or data residency — with ARR exposure per commitment.","List all foundation model, inference, STT, and TTS contracts (term, committed spend/minimums, rate limits, MFN/exclusivity, data and training rights,...",Engineering : AI Team,Fergal Reid,Brandon K,,P0 — High,1. Not Started,,,(Confidential) 6. Integra_Main_Tech & Product,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
6,Main,6.31,Tech & Product,"Customer-facing data training framework: contractual default (opt-in, opt-out, prohibited), % of ARR under each, product/SKU mechanism for changing it, and audit trail. ARR exposure for customers entitled to ""no training on my data."" Model quality impact if a meaningful share opts out going forward.","Provide customer-facing data training framework: contractual default (opt-in, opt-out, prohibited), % of ARR under each, product/SKU mechanism for...",Engineering : AI Team,Fergal Reid,Brandon K,,P0 — High,1. Not Started,,,(Confidential) 6. Integra_Main_Tech & Product,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
7,Main,7.1,Trust & Security,"Please complete the ""Security Capabilities Questionnaire"" tab and upload any relevant documentation requested per questionnaire",Complete the Security Capabilities Questionnaire tab and upload supporting documentation.,Engineering : Security Team,Thibault Candebat,Tommy B,Required,P00 — Critical (cross-functional priority),2. In Progress,,,(Confidential) 7. Integra_Main_Trust & Security,,true,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
7,Main,7.2,Trust & Security,"Have you performed any security risk assessments in the past? If so, please upload the reports from those tests","Provide have you performed any security risk assessments in the past? If so, please upload the reports from those tests",Engineering : Security Team,Thibault Candebat,Tommy B,,P0 — High,1. Not Started,,true,(Confidential) 7. Integra_Main_Trust & Security,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
7,Main,7.3,Trust & Security,"Please provide a breakdown of the number of employees that are dedicated to a) Incident Response, b) Threat Intelligence, c) Log Management, d) General SOC and the location of those employees","Provide a breakdown of the number of employees that are dedicated to a) Incident Response, b) Threat Intelligence, c) Log Management, d) Genera",Engineering : Security Team,Thibault Candebat,Tommy B,Required,P00 — Critical (cross-functional priority),1. Not Started,,,(Confidential) 7. Integra_Main_Trust & Security,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
7,Main,7.4,Trust & Security,"Please complete the supplemental questions related to model usage in the ""Model Questionnaire"" tab",Complete the Model Questionnaire tab covering AI/ML model usage in our products.,Engineering : Security Team,Fergal Reid,Tommy B,Required,P00 — Critical (cross-functional priority),1. Not Started,,,(Confidential) 7. Integra_Main_Trust & Security,,true,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
8,Main,8.1,GTM,"Please provide a list of all customers based on template found in ""Customer Template"" tab",Provide a full customer list using the format specified in Diamond's Customer Template tab.,Finance,Tommy Bettles,Tommy B,,P00 — Critical (cross-functional priority),1. Not Started,Moderate Effort (Medium Complexity),,(Confidential) 8. Integra_Main_GTM,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
8,Main,8.2,GTM,"For customers that have Fin + Helpdesk, please provide a breakdown of customers that use a) Ireland Helpdesk, b) Zendesk, c) Salesforce, d) Other Third Party helpdesk","For customers using both Fin and Helpdesk, break down which helpdesk platform they use: Intercom Helpdesk, Zendesk, Salesforce, or other third-party.",GTM Ops,Barry Wallace,Tommy B,,P0 — High,1. Not Started,,true,(Confidential) 8. Integra_Main_GTM,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
8,Main,8.3,GTM,Provide the current ARR by product,Provide current ARR broken down by product.,Finance,Tommy Bettles,Tommy B,,P0 — High,1. Not Started,Available Today,true,(Confidential) 8. Integra_Main_GTM,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
8,Main,8.4,GTM,Please provide ARR from New Customers and count of number of new customers for the past 3 years,"Provide ARR from new customers and count of new customers acquired, by year, for the past 3 years.",Finance,Tommy Bettles,Tommy B,,P0 — High,1. Not Started,Available Today,true,(Confidential) 8. Integra_Main_GTM,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
8,Main,8.5,GTM,"Provide an overview of the GTM model including routes to market, growth/sales strategy, organizational structure and sales process.","Describe our go-to-market model — how we sell, growth strategy, sales org structure, and sales process end to end.",GTM Ops,Barry Wallace,Tommy B,,P0 — High,1. Not Started,,true,(Confidential) 8. Integra_Main_GTM,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
8,Main,8.6,GTM,Definition of Bookings and ARR by product,Provide definition of Bookings and ARR by product,Finance,Tommy Bettles,Tommy B,,P0 — High,1. Not Started,Limited Effort (Low Complexity),true,(Confidential) 8. Integra_Main_GTM,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
8,Main,8.7,GTM,Explain how you segment your bookings (new vs existing). Please provide details if this differs by product.,Explain how you segment your bookings (new vs existing),Finance,Tommy Bettles,Tommy B,,P0 — High,1. Not Started,Limited Effort (Low Complexity),true,(Confidential) 8. Integra_Main_GTM,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
8,Main,8.8,GTM,"Provide bookings plan for current calendar year by quarter, product, region","Provide the current calendar year bookings plan by quarter, product, and region.",Finance,Tommy Bettles,Tommy B,Required,P00 — Critical (cross-functional priority),1. Not Started,Available Today,true,(Confidential) 8. Integra_Main_GTM,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,Presume we will use the FY27 plan. The updated 3+9 will not be available for 1.5 weeks.
8,Main,8.9,GTM,"Provide booking attainment for previous 2 year and current fiscal year by quarter for the following:
1. Quarter
2. Product
3. Region
4. Segment
5. Source
6. Existing business vs. New Logo
7. Industry (if possible)",Provide booking attainment for previous 2 year and current fiscal year by quarter for the following:,Finance,Tommy Bettles,Tommy B,,P00 — Critical (cross-functional priority),1. Not Started,Limited Effort (Low Complexity),true,(Confidential) 8. Integra_Main_GTM,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
8,Main,8.10,GTM,"Provide a breakdown of bookings by new business vs. add-on / upgrade, by quarter for the past 2 years. Distinguish between 'new to Ireland' and 'new to Product'.",Provide a breakdown of bookings by new business vs,Finance,Tommy Bettles,Tommy B,,P1 — Standard,1. Not Started,Limited Effort (Low Complexity),true,(Confidential) 8. Integra_Main_GTM,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
8,Main,8.11,GTM,Provide high level description of opportunity stages and forecast methodology. Include your pipeline funnel/velocity.,Provide high level description of opportunity stages and forecast methodology,GTM Ops,Barry Wallace,Tommy B,,P0 — High,1. Not Started,,true,(Confidential) 8. Integra_Main_GTM,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
8,Main,8.12,GTM,Pipeline generated by month over the past 12 months,Provide pipeline generated by month over the past 12 months,Finance,Tommy Bettles,Tommy B,,P0 — High,1. Not Started,Limited Effort (Low Complexity),true,(Confidential) 8. Integra_Main_GTM,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
8,Main,8.13,GTM,"Provide open pipeline for the current fiscal year with the following views:
1. Quarter
2. Product
3. Region
4. Segment
5. Source
6. Exisitng business vs. New Logo
7. Industry (if possible)",Provide open pipeline for the current fiscal year with the following views:,Finance,Tommy Bettles,Tommy B,,P0 — High,1. Not Started,Limited Effort (Low Complexity),true,(Confidential) 8. Integra_Main_GTM,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,Need to pick a date to pull this.
8,Main,8.14,GTM,Summary of the largest 25 opportunities in the pipeline for the current fiscal year,Provide summary of the largest 25 opportunities in the pipeline for the current fiscal year,Finance,Tommy Bettles,Tommy B,,P0 — High,1. Not Started,Limited Effort (Low Complexity),true,(Confidential) 8. Integra_Main_GTM,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,Need to pick a date to pull this.
8,Main,8.15,GTM,Percentage of pipeline expected to close in a typical quarter. Provide # of deals closed in a typical quarter,Provide percentage of pipeline expected to close in a typical quarter,Finance,Tommy Bettles,Tommy B,,P1 — Standard,1. Not Started,Limited Effort (Low Complexity),true,(Confidential) 8. Integra_Main_GTM,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
8,Main,8.16,GTM,"Please provide current and historical (past 3 years) Sales headcount for all Sales role types (incl. AE, Solution Engineers, Biz Dev, etc.)",Provide current and historical (past 3 years) Sales headcount for all Sales role types (incl,Finance,Tommy Bettles,Tommy B,,P0 — High,1. Not Started,Moderate Effort (Medium Complexity),true,(Confidential) 8. Integra_Main_GTM,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
8,Main,8.17,GTM,"What are your historical (previous fiscal year) and planned (current fiscal year) coverage ratios for the following:
1) AE : Biz Dev 2) AE : SE 3) AE: Co-Primes",Provide what are your historical (previous fiscal year) and planned (current fiscal year) coverage ratios for the following:,Finance,Tommy Bettles,Tommy B,,P0 — High,1. Not Started,Limited Effort (Low Complexity),true,(Confidential) 8. Integra_Main_GTM,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
8,Main,8.18,GTM,Provide current calendar year variable comp plan and supporting documentation by role,Provide current calendar year variable comp plan and supporting documentation by role,GTM Ops,Barry Wallace,Tommy B,,P1 — Standard,1. Not Started,,true,(Confidential) 8. Integra_Main_GTM,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
8,Main,8.19,GTM,Provide YTD and historical quota and attainment details on average for each sales role (anonymized basis) and methodology used to calculate,Provide average quota and attainment by sales role (anonymized) — YTD and historically — with methodology.,Finance,Tommy Bettles,Tommy B,Required,P00 — Critical (cross-functional priority),1. Not Started,Moderate Effort (Medium Complexity),true,(Confidential) 8. Integra_Main_GTM,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
8,Main,8.20,GTM,Average AE Ramp time including methodology used to calculate,Provide average AE Ramp time including methodology used to calculate,Finance,Tommy Bettles,Tommy B,Required,P00 — Critical (cross-functional priority),1. Not Started,Limited Effort (Low Complexity),true,(Confidential) 8. Integra_Main_GTM,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
8,Main,8.21,GTM,Average deal size by quarter and by product for the last 2 years,Provide average deal size by quarter and by product for the last 2 years,Finance,Tommy Bettles,Tommy B,Required,P00 — Critical (cross-functional priority),1. Not Started,Available Today,true,(Confidential) 8. Integra_Main_GTM,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
8,Main,8.22,GTM,Average sales cycle by product and region for the current and past 2 years (including detail on # of days deals in pipeline before closing),Provide average sales cycle by product and region for the current and past 2 years (including detail on # of days deals in pipeline before closing),GTM Ops,Barry Wallace,Tommy B,Required,P00 — Critical (cross-functional priority),1. Not Started,,true,(Confidential) 8. Integra_Main_GTM,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
8,Main,8.23,GTM,"Detail on historical and forecasted close rates for both ‘all’ business and new business subset. Please include details of how this differs by product, if applicable",Provide detail on historical and forecasted close rates for both ‘all’ business and new business subset,GTM Ops,Barry Wallace,Tommy B,,P0 — High,1. Not Started,,true,(Confidential) 8. Integra_Main_GTM,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
8,Main,8.24,GTM,"Provide high level description / responsibilities for all sales functions including all sales operations and supporting roles (Enablement, Field Operations etc).","Provide high level description / responsibilities for all sales functions including all sales operations and supporting roles (Enablement, Field...",GTM Ops,Barry Wallace,Tommy B,,P0 — High,1. Not Started,,true,(Confidential) 8. Integra_Main_GTM,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
8,Main,8.25,GTM,"Partner Program Overview (Benefits, Requirements, Partner Types, Program Tiers, etc.)","Provide partner Program Overview (Benefits, Requirements, Partner Types, Program Tiers, etc",GTM Ops,Barry Wallace,Tommy B,,P0 — High,1. Not Started,,true,(Confidential) 8. Integra_Main_GTM,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
8,Main,8.26,GTM,Alliances & Channels Org Chart.  Note resources shared with other GTM functions.  Highlight function including internal/external focused.,Provide alliances & Channels Org Chart,GTM Ops,Barry Wallace,Tommy B,,P0 — High,1. Not Started,,,(Confidential) 8. Integra_Main_GTM,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
8,Main,8.27,GTM,"Partner revenue by indirect and direct business for last 12 months (monthly or quarterly).  Breakdown by sourced, co-sell, or influenced by partner. Further breakdown by partner name, product, customer's country.",Provide partner revenue by indirect and direct business for last 12 months (monthly or quarterly),GTM Ops,Barry Wallace,Tommy B,,P0 — High,1. Not Started,,true,(Confidential) 8. Integra_Main_GTM,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
